dataset,filename,label,ada_boost_32,ada_boost_32_class,bayes_32,bayes_32_class,convnet_32,convnet_32_class,decision_tree_32,decision_tree_32_class,knn_32,knn_32_class,mlp_32,mlp_32_class,qda_32,qda_32_class,random_forest_32,random_forest_32_class,resnet_32,resnet_32_class,rocket_32,rocket_32_class,svc_linear_32,svc_linear_32_class,Oracle,Avg Ens,CBLOF,COF,COPOD,HBOS,LOF,PCC,AutoEncoder (AE),DenoisingAutoEncoder (DAE)
settings_one,synthetic_batch_0.out,AutoEncoder (AE),0.8104155769118001,HBOS,0.8104155769118001,HBOS,0.8544623205730528,DenoisingAutoEncoder (DAE),0.8104155769118001,HBOS,0.8104155769118001,HBOS,0.8104155769118001,HBOS,0.59464122450407,CBLOF,0.8104155769118001,HBOS,0.764133340351393,COPOD,0.764133340351393,COPOD,0.8104155769118001,HBOS,0.8708919776390431,0.8602843028850023,0.59464122450407,0.6216622257455923,0.764133340351393,0.8104155769118001,0.6364360695050488,0.7572017060708367,0.8708919776390431,0.8544623205730528
settings_one,synthetic_batch_102.out,AutoEncoder (AE),0.5451355969081484,HBOS,0.5451355969081484,HBOS,0.5801225415100347,DenoisingAutoEncoder (DAE),0.5451355969081484,HBOS,0.5801225415100347,DenoisingAutoEncoder (DAE),0.5451355969081484,HBOS,0.4673384405470963,CBLOF,0.5451355969081484,HBOS,0.5523473181190804,PCC,0.4751068028521883,COPOD,0.5451355969081484,HBOS,0.6031023789323458,0.6000858413486871,0.4673384405470963,0.4280593554201853,0.4751068028521883,0.5451355969081484,0.4751181097423896,0.5523473181190804,0.6031023789323458,0.5801225415100347
settings_one,synthetic_batch_103.out,PCC,0.6779353474083949,HBOS,0.6779353474083949,HBOS,0.6972051970439223,DenoisingAutoEncoder (DAE),0.6779353474083949,HBOS,0.6779353474083949,HBOS,0.6779353474083949,HBOS,0.5613466470847247,CBLOF,0.6779353474083949,HBOS,0.5545005954690998,LOF,0.6469375715056964,COPOD,0.6779353474083949,HBOS,0.7081904202253366,0.7258612856630414,0.5613466470847247,0.5413558057152539,0.6469375715056964,0.6779353474083949,0.5545005954690998,0.7081904202253366,0.6785961647888953,0.6972051970439223
settings_one,synthetic_batch_104.out,PCC,0.6749327191535597,HBOS,0.6749327191535597,HBOS,0.5660030340515002,DenoisingAutoEncoder (DAE),0.6749327191535597,HBOS,0.6749327191535597,HBOS,0.6749327191535597,HBOS,0.4477892859778526,CBLOF,0.6749327191535597,HBOS,0.6904343618248318,PCC,0.5147761391294818,COPOD,0.6749327191535597,HBOS,0.6904343618248318,0.661742187441416,0.4477892859778526,0.458915132640175,0.5147761391294818,0.6749327191535597,0.4992208954409507,0.6904343618248318,0.6398682679898787,0.5660030340515002
settings_one,synthetic_batch_105.out,DenoisingAutoEncoder (DAE),0.6752931751297422,HBOS,0.6752931751297422,HBOS,0.7227110447523317,DenoisingAutoEncoder (DAE),0.6752931751297422,HBOS,0.6752931751297422,HBOS,0.6752931751297422,HBOS,0.5251620504524532,CBLOF,0.6752931751297422,HBOS,0.6079424858867628,LOF,0.476079442064553,COPOD,0.6752931751297422,HBOS,0.7227110447523317,0.6550642941592644,0.5251620504524532,0.5888079393112475,0.476079442064553,0.6752931751297422,0.6079424858867628,0.5887029286146161,0.714586255938882,0.7227110447523317
settings_one,synthetic_batch_109.out,COPOD,0.6844785413621247,HBOS,0.6844785413621247,HBOS,0.6410795912457384,DenoisingAutoEncoder (DAE),0.6844785413621247,HBOS,0.6844785413621247,HBOS,0.6844785413621247,HBOS,0.5706926466424186,CBLOF,0.6844785413621247,HBOS,0.6766634234601615,PCC,0.6876861308644204,COPOD,0.6844785413621247,HBOS,0.6876861308644204,0.7037916891129388,0.5706926466424186,0.5062886431519198,0.6876861308644204,0.6844785413621247,0.497950954689577,0.6766634234601615,0.6000197574867794,0.6410795912457384
settings_one,synthetic_batch_11.out,DenoisingAutoEncoder (DAE),0.7003923938115719,HBOS,0.7003923938115719,HBOS,0.7287247543681173,DenoisingAutoEncoder (DAE),0.7003923938115719,HBOS,0.6567085645206285,PCC,0.7003923938115719,HBOS,0.4712625700877164,CBLOF,0.7003923938115719,HBOS,0.4712625700877164,CBLOF,0.6658315476817755,COPOD,0.7003923938115719,HBOS,0.7287247543681173,0.7118520079829125,0.4712625700877164,0.4531076701413141,0.6658315476817755,0.7003923938115719,0.4577694459942238,0.6567085645206285,0.6198008840743001,0.7287247543681173
settings_one,synthetic_batch_110.out,PCC,0.6889500869639804,HBOS,0.6889500869639804,HBOS,0.5608033855693001,DenoisingAutoEncoder (DAE),0.6889500869639804,HBOS,0.6889500869639804,HBOS,0.6889500869639804,HBOS,0.7091633321057118,CBLOF,0.6889500869639804,HBOS,0.7094621986578873,PCC,0.6102152889602809,COPOD,0.6889500869639804,HBOS,0.7094621986578873,0.7518783172568272,0.7091633321057118,0.5749179893301921,0.6102152889602809,0.6889500869639804,0.6284184207186247,0.7094621986578873,0.6610143233030745,0.5608033855693001
settings_one,synthetic_batch_113.out,HBOS,0.6293881541033535,HBOS,0.6293881541033535,HBOS,0.6103354409173015,DenoisingAutoEncoder (DAE),0.6293881541033535,HBOS,0.6293881541033535,HBOS,0.6293881541033535,HBOS,0.5446538455940536,CBLOF,0.6293881541033535,HBOS,0.6096652298088969,LOF,0.6082778620282834,COPOD,0.6293881541033535,HBOS,0.6293881541033535,0.6830654332357275,0.5446538455940536,0.5584710124012161,0.6082778620282834,0.6293881541033535,0.6096652298088969,0.6228346295448749,0.5644627285774191,0.6103354409173015
settings_one,synthetic_batch_117.out,HBOS,0.8016827313392644,HBOS,0.8016827313392644,HBOS,0.7418447381573379,DenoisingAutoEncoder (DAE),0.8016827313392644,HBOS,0.8016827313392644,HBOS,0.8016827313392644,HBOS,0.5939690690937447,CBLOF,0.8016827313392644,HBOS,0.5549568216623078,LOF,0.6462419417028644,COPOD,0.8016827313392644,HBOS,0.8016827313392644,0.7868592541618313,0.5939690690937447,0.5428259375223993,0.6462419417028644,0.8016827313392644,0.5549568216623078,0.7470532767817987,0.7211428730821723,0.7418447381573379
