dataset,filename,label,ada_boost_32,ada_boost_32_class,bayes_32,bayes_32_class,convnet_32,convnet_32_class,decision_tree_32,decision_tree_32_class,knn_32,knn_32_class,mlp_32,mlp_32_class,qda_32,qda_32_class,random_forest_32,random_forest_32_class,resnet_32,resnet_32_class,rocket_32,rocket_32_class,svc_linear_32,svc_linear_32_class,Oracle,Avg Ens,CBLOF,COF,COPOD,HBOS,LOF,PCC,AutoEncoder (AE),DenoisingAutoEncoder (DAE)
settings_one,synthetic_batch_0.out,AutoEncoder (AE),0.57015742642026,HBOS,0.57015742642026,HBOS,0.606091718001369,DenoisingAutoEncoder (DAE),0.57015742642026,HBOS,0.57015742642026,HBOS,0.57015742642026,HBOS,0.5444900752908965,CBLOF,0.57015742642026,HBOS,0.6245722108145106,COPOD,0.6245722108145106,COPOD,0.57015742642026,HBOS,0.6245722108145106,0.4440789473684211,0.5444900752908965,0.1344969199178644,0.6245722108145106,0.57015742642026,0.5299452429842573,0.5879534565366187,0.5109514031485284,0.606091718001369
settings_one,synthetic_batch_102.out,AutoEncoder (AE),0.502283105022831,HBOS,0.502283105022831,HBOS,0.4434931506849315,DenoisingAutoEncoder (DAE),0.502283105022831,HBOS,0.4434931506849315,DenoisingAutoEncoder (DAE),0.502283105022831,HBOS,0.2003424657534246,CBLOF,0.502283105022831,HBOS,0.3116438356164384,PCC,0.5679223744292237,COPOD,0.502283105022831,HBOS,0.5679223744292237,0.3228250244379276,0.2003424657534246,0.2602739726027397,0.5679223744292237,0.502283105022831,0.4851598173515981,0.3116438356164384,0.2756849315068493,0.4434931506849315
settings_one,synthetic_batch_103.out,PCC,0.5015873015873016,HBOS,0.5015873015873016,HBOS,0.5134920634920636,DenoisingAutoEncoder (DAE),0.5015873015873016,HBOS,0.5015873015873016,HBOS,0.5015873015873016,HBOS,0.5988095238095238,CBLOF,0.5015873015873016,HBOS,0.575,LOF,0.6091269841269842,COPOD,0.5015873015873016,HBOS,0.6091269841269842,0.4013265306122449,0.5988095238095238,0.2507936507936508,0.6091269841269842,0.5015873015873016,0.575,0.5269841269841269,0.4206349206349207,0.5134920634920636
settings_one,synthetic_batch_104.out,PCC,0.5505505505505505,HBOS,0.5505505505505505,HBOS,0.5117617617617617,DenoisingAutoEncoder (DAE),0.5505505505505505,HBOS,0.5505505505505505,HBOS,0.5505505505505505,HBOS,0.3886386386386387,CBLOF,0.5505505505505505,HBOS,0.4579579579579579,PCC,0.612112112112112,COPOD,0.5505505505505505,HBOS,0.612112112112112,0.2260416666666666,0.3886386386386387,0.2985485485485485,0.612112112112112,0.5505505505505505,0.6056056056056056,0.4579579579579579,0.307057057057057,0.5117617617617617
settings_one,synthetic_batch_105.out,DenoisingAutoEncoder (DAE),0.4299924924924925,HBOS,0.4299924924924925,HBOS,0.4506381381381381,DenoisingAutoEncoder (DAE),0.4299924924924925,HBOS,0.4299924924924925,HBOS,0.4299924924924925,HBOS,0.3911411411411411,CBLOF,0.4299924924924925,HBOS,0.5386636636636637,LOF,0.5673798798798798,COPOD,0.4299924924924925,HBOS,0.5673798798798798,0.252838605028386,0.3911411411411411,0.1951951951951951,0.5673798798798798,0.4299924924924925,0.5386636636636637,0.3922672672672672,0.3098723723723724,0.4506381381381381
settings_one,synthetic_batch_109.out,COPOD,0.6389492753623187,HBOS,0.6389492753623187,HBOS,0.4057971014492753,DenoisingAutoEncoder (DAE),0.6389492753623187,HBOS,0.6389492753623187,HBOS,0.6389492753623187,HBOS,0.3869565217391304,CBLOF,0.6389492753623187,HBOS,0.3445652173913043,PCC,0.5844202898550726,COPOD,0.6389492753623187,HBOS,0.6389492753623187,0.2309236947791164,0.3869565217391304,0.3072463768115941,0.5844202898550726,0.6389492753623187,0.5106884057971015,0.3445652173913043,0.375,0.4057971014492753
settings_one,synthetic_batch_11.out,DenoisingAutoEncoder (DAE),0.5229741019214704,HBOS,0.5229741019214704,HBOS,0.4954051796157059,DenoisingAutoEncoder (DAE),0.5229741019214704,HBOS,0.4494569757727652,PCC,0.5229741019214704,HBOS,0.3905597326649958,CBLOF,0.5229741019214704,HBOS,0.3905597326649958,CBLOF,0.6616541353383458,COPOD,0.5229741019214704,HBOS,0.6616541353383458,0.2900999091734786,0.3905597326649958,0.1975772765246449,0.6616541353383458,0.5229741019214704,0.5839598997493735,0.4494569757727652,0.3404344193817877,0.4954051796157059
settings_one,synthetic_batch_110.out,PCC,0.5754751461988303,HBOS,0.5754751461988303,HBOS,0.4179459064327485,DenoisingAutoEncoder (DAE),0.5754751461988303,HBOS,0.5754751461988303,HBOS,0.5754751461988303,HBOS,0.3114035087719298,CBLOF,0.5754751461988303,HBOS,0.2763157894736842,PCC,0.5423976608187134,COPOD,0.5754751461988303,HBOS,0.5754751461988303,0.3767217630853994,0.3114035087719298,0.3048245614035088,0.5423976608187134,0.5754751461988303,0.5012792397660818,0.2763157894736842,0.2969663742690058,0.4179459064327485
settings_one,synthetic_batch_113.out,HBOS,0.4906462585034013,HBOS,0.4906462585034013,HBOS,0.3954081632653061,DenoisingAutoEncoder (DAE),0.4906462585034013,HBOS,0.4906462585034013,HBOS,0.4906462585034013,HBOS,0.4102891156462585,CBLOF,0.4906462585034013,HBOS,0.4842687074829932,LOF,0.6360544217687075,COPOD,0.4906462585034013,HBOS,0.6360544217687075,0.3650730411686587,0.4102891156462585,0.1849489795918367,0.6360544217687075,0.4906462585034013,0.4842687074829932,0.2891156462585034,0.4128401360544217,0.3954081632653061
settings_one,synthetic_batch_117.out,HBOS,0.5409961685823755,HBOS,0.5409961685823755,HBOS,0.6124521072796933,DenoisingAutoEncoder (DAE),0.5409961685823755,HBOS,0.5409961685823755,HBOS,0.5409961685823755,HBOS,0.6302681992337164,CBLOF,0.5409961685823755,HBOS,0.482183908045977,LOF,0.6377394636015324,COPOD,0.5409961685823755,HBOS,0.6377394636015324,0.3765060240963855,0.6302681992337164,0.157471264367816,0.6377394636015324,0.5409961685823755,0.482183908045977,0.5925287356321839,0.2839080459770114,0.6124521072796933
